bankCode,branchCode,branchName
35,008,NAKURU
35,101,CENTRAL OPERATIONS 1
35,102,CENTRAL OPERATIONS 2
35,103,CENTRAL OPERATIONS 3
35,104,CENTRAL OPERATIONS 4
35,105,CENTRAL OPERATIONS 5
43,030,FORTIS OFFICE PARK
43,000,FEDHA BRANCH , HEAD OFFICE
43,001,MOI AVENUE NAIROBI
43,002,AKIBA HSE MOMBASA
43,003,PLAZA 2000
43,004,WESTMINISTER
43,005,CHAMBERS
43,006,THIKA
43,018,BUSIA
43,019,MALINDI
43,020,MERU
43,021,GIKOMBA
43,022,UPPERHILL
43,023,VALLEY ARCADE
43,024,KAREN
43,025,NYALI MOMBASA
43,026,ONGATA RONGAI
43,027,EMBAKASI
43,028,KITENGELA
43,029,THIKA MALL
43,100,HEAD OFFICE
43,007,ELDORET
43,008,KISUMU
43,009,KISII
43,010,KITALE
43,011,INDUSTRIAL AREA
43,012,KARATINA
43,013,WESTLANDS
43,014,UNITED MALL
43,015,NAKURU
43,016,JOMO KENYATTA AVENUE
43,017,NYERI
50,001,WESTLANDS
50,002,PARKLANDS
50,003,KOINANGE STREET
50,004,MOMBASA
50,006,ELDORET
50,007,INDUSTRIAL AREA
50,008,KISUMU
50,000,HEAD OFFICE
51,409,KISII
51,502,ONGATA RONGAI
51,503,KITENGELA
51,507,NAKURU
51,603,MOMBASA
51,000,HEAD OFFICE
51,001,KOINANGE STREET
51,100,KIONGOZI
51,101,KAYOLE
51,102,EASTLEIGH
51,105,KAWANGWARE
51,106,KIBERA
51,107,KARIOBANGI
51,114,FUNZI ROAD
51,115,NGONG ROAD
51,116,KIRINYAGA ROAD
51,209,MACHAKOS
51,210,MTWAPA
51,213,KIRITIRI
51,301,THIKA
51,303,MURANGA
51,305,WANGIGE
51,306,KIKUYU
51,307,BANANA
51,308,KIAMBU
51,310,UTAWALA
51,316,NYERI
51,402,KISUMU
51,318,SACCO CLEARING CENTRE
51,111,CENTRAL CLEARING CENTER
51,401,ELDORET
53,000,HEAD OFFICE
53,001,KIMATHI STREET
53,002,IND AREA
53,003,WESTLANDS
53,008,MUTHAIGA
53,009,NANYUKI
53,010,THIKA
53,011,GIKOMBA
53,012,NGONG ROAD
53,013,MERU
53,014,NYALI
53,015,SKY PARK
53,016,KAREN
53,004,LAVINGTON
53,005,NKRUMAH ROAD , MOMBASA
53,006,NAKURU
53,007,ELDORET
54,004,RUARAKA BRANCH
54,001,VICTORIA TOWERS, UPPERHILL
54,002,RIVERSIDE DRIVE
54,003,LUNGA LUNGA SQUARE
54,005,TWO RIVERS
55,001,HEAD OFFICE
55,002,WESTLANDS
55,003,MOMBASA
55,004,ELDORET
55,005,KISUMU
55,006,MOI AVE
55,007,MOMBASA ROAD
55,008,NYALI
55,009,NGONG ROAD
55,010,NAKURU
57,036,SPRING VALLEY
57,037,MERU
57,000,KENYATTA AVENUE
57,001,2ND NGONG AVENUE
57,002,SARIT CENTRE
57,003,HEAD OFFICE
57,019,RIVERSIDE DRIVE BRANCH
57,020,KISII
57,021,CHANGAMWE
57,022,MALINDI
57,023,NYERI
57,024,THIKA
57,025,GIGIRI
57,026,MTWAPA
57,027,LAVINGTON MALL
57,028,KITALE
57,029,LUNGA LUNGA
57,030,YAYA CENTRE
57,031,GATEWAY MALL, SYOKIMAU
57,032,RUARAKA
57,098,CARD CENTER
57,004,BIASHARA ST
57,005,NYERERE AVENUE, MOMBASA
57,006,INDUSTRIAL AREA
57,007,KISUMU
57,008,KAREN
57,009,PANARI CENTRE
57,010,PARKLANDS
57,011,WILSON AIRPORT
57,012,ONGATA RONGAI
57,013,SOUTH C SHOPPING CENTRE
57,014,NYALI CINEMAX
57,015,LANGATA LINK
57,016,VALLEY ARCADE
57,017,ELDORET
57,018,NAKURU
57,034,CROSS ROAD OFF RIVER ROAD
57,035,NANYUKI
57,038,ELDAMA PARK
57,039,BANDA STREET
57,040,DUNGA ROAD
57,041,RIDGE COURT
57,042,BANDARI PLAZA
57,043,MOMBASA, MOI AVENUE
59,000,HEAD OFFICE
59,001,LOITA STREET
59,002,NGONG ROAD BRANCH
60,078,CARD CENTRE
60,100,HEAD OFFICE - IPS CLEARING CENTRE
60,079,GIKOMBA XPRESS
60,081,JUBILEE ARCADE BRANCH
60,023,BURU BURU
60,024,STRATHMORE
60,025,KISII
60,026,VIRTUAL
60,027,RAFIKI DTM CLEARING CENTER
60,028,CHASE XPRESS - NGONG ROAD
60,029,CHASE ELITE ABC PLACE
60,030,SAMEER BUSINESS PARK
60,031,MTWAPA
60,032,ONGATA RONGAI
60,033,WESTLANDS
60,034,MACHAKOS
60,035,MOMBASA OLD TOWN
60,036,RIVER ROAD
60,037,LUNGA LUNGA
60,038,CHASE XPRESS DAGORETTI CORNER
60,039,CHASE XPRESS MADARAKA CORNER
60,040,KITALE
60,041,KIMATHI
60,042,NAROK
60,043,SACCO PROCESSING CENTRE
60,044,GARISSA
60,045,KPA
60,046,LAVINGTON
60,047,KERICHO
60,048,KAREN
60,049,KILIMANI
60,050,KASUKU CENTRE
60,051,KILIFI
60,052,KISUMU NAIVAS
60,053,RUAKA
60,054,GARDEN CITY
60,055,XPRESS JOMVU
60,056,XPRESS KITENGELA
60,057,KAYOLE
60,058,XPRESS LIMURU ROAD
60,059,XPRESS PANGANI
60,060,XPRESS NAKURU
60,061,XPRESS ELDORET
60,062,NGONG MILELE
60,063,CORNER HOUSE
60,064,EASTLEIGH III
60,022,NYALI
60,000,HEAD OFFICE
60,070,CITY CENTRE
60,065,WESTLANDS
60,066,INDUSTRIAL AREA
60,067,DIANI
60,071,MALINDI
60,068,MOMBASA
60,076,CHANGAMWE
60,069,KILIMANI
60,075,NEW MUTHAIGA
60,072,NYALI
60,073,SAMEER
60,074,HIGHRIDGE
60,077,GARDEN CITY
60,016,ELDORET
60,001,CITY CENTRE BRANCH
60,003,VILLAGE MARKET
60,004,MOMBASA MOI AVENUE
60,005,HURLINGHAM
60,006,EASTLEIGH
60,007,PARKLANDS
60,008,RIVERSIDE MEWS
60,010,THIKA
60,011,NAKURU
60,012,DONHOLM
60,013,BONDENI
60,014,NGARA MINI
60,015,KISUMU
60,017,DIAMOND PLAZA
60,018,WINDSOR
60,019,MALINDI
60,020,EMBAKASI
60,021,UPPER HILL
61,024,MACHAKOS
61,019,HURLINGHAM
61,020,RIVEROAD
61,250,ONGATA RONGAI
61,022,NANYUKI
61,025,EMBU
61,016,KITENGELA
61,017,NAIVASHA
61,018,KISII
61,100,HEAD OFFICE
61,200,REHANI HOUSE
61,210,KENYATTA MARKET
61,220,GILL HOUSE
61,230,BURU BURU
61,260,THIKA ROAD MALL
61,270,SAMEER BUSINESS PARK
61,280,WESTLANDS
61,300,MOMBASA
61,310,NYALI
61,400,NAKURU
61,410,ELDORET
61,500,THIKA
61,510,NYERI
61,520,MERU
61,600,KISUMU
61,023,KOMAROCK
62,066,GARISSA
62,075,GILGIL
62,085,HOMA BAY
62,095,ISIOLO
62,096,ITEN
62,100,KABARNET
62,107,KAJIADO
62,109,KAKAMEGA
62,111,KANGUNDO
62,113,KAPENGURIA
62,115,KARURI
62,116,KAPSABET
62,119,KARATINA
62,121,KAREN
62,128,KERICHO
62,308,NAIVASHA
62,309,NAKURU
62,312,NANDI HILLS
62,314,NANYUKI
62,315,NAROK
62,327,NGARA RD NAIROBI
62,329,NGONG
62,333,NYAHURURU
62,341,NYERI
62,001,HEAD OFFICE
62,007,ATHI RIVER
62,013,BOMET
62,023,BUNGOMA
62,025,BUSIA
62,037,CHUKA
62,047,EASTLEIGH
62,050,ELDAMA RAVINE
62,051,ELDORET
62,056,EMBU
62,058,ENTERPRISE RD
62,249,MERU
62,272,MOLO
62,273,SAVANI HSE MOMBASA
62,291,MUMIAS
62,293,MURANGA
62,298,MWINGI
62,347,NYAMIRA
62,357,OYUGIS
62,378,RUIRU
62,387,SARE AWENDO
62,397,SIAYA
62,409,SUNA MIGORI
62,414,TAVETA
62,416,THIKA
62,428,UKUNDA
62,436,VIWANDANI
62,437,VOI
62,440,MWEA
62,442,WATAMU
62,444,WEBUYE
62,448,WESTLANDS NAIROBI
62,476,EMALI
62,560,CHAANI
62,592,UTHIRU
62,605,CANON HSE NAIROBI
62,705,AFYA HSE NAIROBI
62,707,GITHURAI
62,716,MTWAPA
62,731,MOI AVE MOMBASA
62,133,KERUGUYA
62,135,KEROKA
62,139,KAHANCHA
62,141,KIAMBU
62,142,KIBWEZI
62,151,KIKUYU
62,152,KILIFI
62,159,KISII
62,161,KISUMU
62,163,KITALE
62,164,KITUI
62,198,LIKONI
62,199,LIMURU
62,202,LODWAR
62,208,LUANDA
62,213,MACHAKOS
62,222,MATUU
62,223,MAKUENI
62,226,MALINDI
62,228,MBALE
62,232,MARIAKANI
62,236,MARSABIT
62,239,MAUA
62,746,NACICO NAIROBI
62,755,ONGATA RONGAI
62,771,KISAUNI MOMBASA
62,782,MLOLONGO
62,785,ADAMS ACADE NAIROBI
62,786,KITENGELA
62,787,KARIOBANGI
62,794,MBITA
62,795,BODO
62,796,MARALAL
62,797,KAWANGWARE
63,064,WATAMU
63,065,RIVERSIDE
63,066,RIVAAN CENTER
63,061,NAROK
63,070,MWANZI ROAD
63,069,KOINANGE STREET
63,071,ENTERPRISE ROAD
63,072,NKURUMA ROAD MOMBASA
63,067,NYERI
63,052,DTB CENTRE
63,053,SOUTH C
63,054,LAVINGTON
63,056,BIASHARA STREET, NAKURU
63,059,EMBU
63,060,MACHAKOS
63,027,KAKAMEGA
63,028,KERICHO
63,029,UPPER HILL
63,030,WABERA STREET
63,031,KAREN
63,032,VOI
63,033,SHIMANZI
63,034,MERU
63,035,DIAMOND PLAZA
63,036,CROSSROAD
63,037,JKIA
63,038,NYALI
63,039,MIGORI BRANCH
63,040,MADINA MALL
63,000,HEAD OFFICE
63,001,NATION CENTRE
63,002,MOMBASA
63,003,KISUMU
63,005,PARKLANDS
63,006,WESTGATE
63,008,MOMBASA RD
63,009,IND AREA
63,010,KISII
63,011,MALINDI
63,012,THIKA
63,013,OTC
63,041,COURTYARD BRANCH
63,042,MTWAPA BRANCH
63,043,LAMU BRANCH
63,044,KILIFI BRANCH
63,045,MARIAKANI BRANCH
63,046,THIKA ROAD MALL
63,047,RONALD NGALA
63,048,BUSIA
63,049,WEST END MALL - KISUMU
63,050,TOM MBOYA
63,077,IMAARA MALL
63,074,KAHAWA SUKARI
63,076,KAMAKIS
63,080,GREENSPAN MALL BRANCH
63,079,LIKONI MALL BRANCH
63,075,SARIT CENTRE
63,014,ELDORET
63,016,CHANGAMWE
63,017,T-MALL
63,018,NAKURU
63,019,VILLAGE MARKET
63,020,DIANI
63,021,BUNGOMA
63,022,KITALE
63,023,PRESTIGE
63,024,BURU BURU
63,025,KITENGELA
63,026,JOMO KENYATTA BRANCH
63,078,KAYOLE JUNCTION
63,081,KIAMBU
63,083,KIJABE STREET
63,085,KENOL BRANCH
63,087,OL-KALOU BRANCH
63,090,GITHURAI BRANCH
63,082,NEW EASTLEIGH BRANCH
63,084,BABA DOGO BRANCH
63,088,ONGATA RONGAI BRANCH
65,005,INDUSTRIAL AREA BRANCH
65,004,ELDORET BRANCH
65,000,HEAD OFFICE
65,001,WESTLANDS
65,002,MAYFAIR CENTRE
65,003,NYALI
65,006,UPPERHILL
66,051,SAMEER PARK
66,052,RIVER ROAD
66,053,TWO RIVERS
66,054,THE MALL WESTLANDS
66,000,HEAD OFFICE
66,001,MAIN OFFICE
66,002,MOMBASA
66,003,KENYATTA AVE NBI
66,004,NAKURU
66,005,NYERI
66,006,BURUBURU
66,007,EMBU
66,008,ELDORET
66,009,KISUMU
66,010,KERICHO
66,011,MLOLONGO
66,012,THIKA
66,013,KERUGOYA
66,014,KENYATTA MARKET
66,015,KISII
66,016,CHUKA
66,017,KITUI
66,018,MACHAKOS
66,019,NANYUKI
66,020,KANGEMI
66,021,EMAIL
66,022,NAIVASHA
66,023,NYAHURURU
66,024,ISIOLO
66,025,MERU
66,026,KITALE
66,027,KIBWEZI
66,028,BUNGOMA
66,029,KAJIADO
66,030,NKUBU
66,031,MTWAPA
66,032,BUSIA
66,033,MOI NBI
66,034,MWEA
66,035,KENGELENI
66,036,KILIMANI
66,037,RONGAI
66,100,HEAD OFFICE
66,058,GIKOMBA
66,059,KAMAKIS
68,175,GARDEN CITY
68,178,WANGIGE SUB BRANCH
68,176,MLOLONGO
68,177,EMBASSY HOUSE
68,180,KAWANGWARE SUB BRANCH
68,179,UTAWALA
68,190,ENGINEER
68,191,NJABINI
68,011,NYERI
68,012,TOM MBOYA
68,013,NAKURU
68,014,MERU
68,015,MAMA NGINA
68,016,NYAHURURU
68,017,COMMUNITY
68,018,COMMUNITY CORPORATE
68,019,EMBU
68,020,NAIVASHA
68,021,CHUKA
68,084,EASTLEIGH
68,085,NAMANGA
68,086,KAJIADO
68,087,RUIRU
68,088,OTC
68,089,KENOL
68,090,TALA
68,091,NGARA
68,092,NANDI HILLS
68,093,GITHUNGURI
68,094,TEA ROOM
68,095,BURU BURU
68,096,MBALE
68,097,SIAYA
68,098,HOMA BAY
68,022,MURANGA
68,023,MOLO
68,024,HARAMBEE AVENU
68,025,MOMBASA
68,026,KIMATHI STREET
68,027,NANYUKI
68,028,KERICHO
68,029,KISUMU
68,030,ELDORET
68,031,NAKURU KENYATTA AVENUE
68,032,KARIOBANGI
68,033,KITALE
68,034,THIKA KENYATTA AVENUE
68,035,KNUT HOUSE
68,036,NAROK
68,037,NKUBU
68,038,MWEA
68,039,MATUU
68,040,MAUA
68,041,ISIOLO
68,042,KAGIO
68,043,GIKOMBA
68,044,UKUNDA
68,045,MALINDI
68,046,MOMBASA DIGO ROAD
68,047,MOI AVENUE
68,048,BUNGOMA
68,049,KAPSABET
68,050,KAKAMEGA
68,051,KISII
68,052,NYAMIRA
68,053,LITEIN
68,054,EQUITY CENTRE DIASPORA
68,055,WESTLANDS
68,056,INDUSTRIAL AREA KENPIPE PLAZA
68,057,KIKUYU
68,058,GARISSA
68,059,MWINGI
68,060,MACHAKOS
68,061,ONGATA RONGAI
68,062,OL-KALAO
68,063,KAWANGWARE
68,064,KIAMBU
68,065,KAYOLE
68,066,GATUNDU
68,067,WOTE
68,068,MUMIAS
68,069,LIMURU
68,070,KITENGELA
68,071,GITHURAI
68,072,KITUI
68,073,NGONG
68,074,LOITOKTOK
68,075,BONDO
68,076,MBITA
68,077,GILGIL
68,078,BUSIA
68,079,VOI
68,080,ENTERPRISE ROAD
68,081,EQUITY CENTRE
68,082,DONHOLM
68,083,MUKURWE-INI
68,006,MURARANDIA
68,007,KANGARI
68,008,OTHAYA
68,009,THIKA / EQUITY PLAZA
68,010,KERUGOYA
68,116,MIGORI
68,117,KIBERA
68,118,KASARANI
68,119,MTWAPA
68,120,CHANGAMWE
68,121,HOLA
68,122,BOMET
68,123,KILGORIS
68,124,KEROKA
68,125,KAREN
68,126,KISUMU ANGAWA AVE
68,127,MPEKETONI
68,128,NAIROBI WEST
68,129,KENYATTA AVENUE
68,130,CITY HALL
68,131,ELDAMA RAVINE
68,132,EMBAKASI
68,133,KPCU
68,134,RIDGEWAYS
68,135,RUNYENJES SUB BRANCH
68,136,DADAAD
68,137,KANGEMI
68,138,NYALI CENTRE CORPORATE
68,139,KABARNET
68,140,WESTLANDS CORPORATE
68,141,LAVINGTON CORPORATE
68,142,TAITA TAVETA
68,143,AWENDO
68,144,RUAI
68,145,KILIMANI
68,146,NAKURU WESTSIDE MALL
68,147,KILIMANI SUPREME
68,148,JKIA CARGO CENTRE
68,149,EPZ ATHI RIVER
68,150,OYUGIS
68,151,MAYFAIR SUPREME CENTRE
68,152,JUJA
68,153,ITEN
68,154,NYALI SUPREME CENTRE
68,155,THIKA SUPREME CENTRE
68,156,MOMBASA SUPREME CENTRE
68,157,KAPSOWAR SUB-BRANCH
68,158,KWALE
68,159,LAMU
68,000,EQUITY BANK HEAD OFFICE
68,001,EQUITY BANK CORPORATE
68,002,EQUITY BANK FOURWAYS
68,003,KANGEMA
68,004,KARATINA
68,005,KIRIAINI
68,174,RUAKA
68,777,EQUITY HAPO HAPO
68,099,LODWAR
68,100,MANDERA
68,101,MARSABIT
68,102,MOYALE
68,103,WAJIR
68,104,MERU MAKUTANO
68,105,MALABA TOWN
68,106,KILIFI
68,107,KAPENGURIA
68,108,MOMBASA ROAD
68,109,ELDORET MARKET
68,110,MARALAL
68,111,KIMENDE
68,112,LUANDA
68,113,KU SUB BRANCH
68,114,KENGELENI
68,115,NYERI KIMATHI WAY
68,160,KENYATTA AVENUE SUPREME
68,161,KPA SUB-BRANCH MOMBASA
68,162,GIGIRI SUPREME CENTRE
68,163,KAREN SUPREME CENTRE
68,164,ELDORET SUPREME CENTRE
68,165,KAKUMA
68,166,ARCHERS POST
68,167,MUTOMO
68,168,KISERIAN SUB BRANCH
68,169,DAGORETTI CORNER
68,170,KISUMU SUPREME CENTRE
68,171,THIKA MAKONGENI
68,172,KUTUS SUB - BRANCH
68,173,KIBWEZI SUB - BRANCH
68,192,KAHAWA WEST
68,194,CHAKA
68,185,ISINYA
68,187,ISIBANIA
68,188,KENYATTA MARKET
68,189,INLAND CONTAINER DEPOT (ICD) EMBAKASI
68,182,KAGWE SUB - BRANCH
68,181,EMALI BRANCH
68,183,RUMURUTI BRANCH
68,184,SOTIK
68,186,LAARE
70,030,KANGEMI
70,010,JKIA
70,020,KUTUS
70,070,ISIOLO
70,000,HEAD OFFICE
70,001,KIAMBU
70,002,GITHUNGURI
70,003,SONALUX
70,004,GATUNDU
70,005,THIKA
70,006,MURANGA
70,007,KANGARI
70,008,KIRIA-INI
70,009,KANGEMA
70,011,OTHAYA
70,012,KENYATTA AVENUE
70,014,CARGEN HOUSE
70,015,LAPTRUST
70,016,CITY HALL ANNEX
70,017,KASARANI
70,018,NAKURU FINANCE HOUSE
70,019,NAKURU MARKET
70,021,DAGORETTI
70,022,KERICHO
70,023,NYAHURURU
70,024,RUIRU
70,025,KISUMU RELIANCE
70,026,NYAMIRA
70,027,KISII
70,028,KISUMU AL IMRAN
70,029,NAROK
70,031,INDUSTRIAL AREA
70,032,THIKA MAKONGENI
70,033,DONHOLM
70,034,UTAWALA
70,035,FOURWAYS RETAIL BRANCH
70,036,MLOLONGO
70,037,OLKALOU
70,038,KTDA PLAZA
70,039,GATEWAY MALL NAIROBI
70,041,KARIOBANGI
70,042,GIKOMBA AREA 42
70,043,SOKONI
70,044,KAHAWA WEST
70,045,GITHURAI
70,046,YAYA
70,047,LIMURU
70,066,ONGATA RONGAI
70,067,KAJIADO
70,068,FOURWAYS CORPORATE BRANCH
70,069,NGARA
70,071,KITENGELA
70,072,KITUI
70,073,MACKAKOS
70,074,MIGORI
70,075,EMBU
70,076,MWEA
70,077,BUNGOMA
70,078,KAKAMEGA
70,079,BUSIA
70,081,MUMIAS
70,082,ELDORET WEST
70,083,MOLO
70,084,BOMET
70,085,ELDORET
70,086,MAUA
70,087,LITEIN
70,088,WOTE
70,089,BAMBURI
70,091,UKUNDA
70,092,DIGO
70,093,KITALE
70,094,MTWAPA
70,095,MOMBASA NKRUMAH ROAD
70,096,MOMBASA JOMO KENYATTA AVENUE
70,097,KAPSABET
70,098,MALINDI
70,102,KIKUYU
70,048,WESTLANDS
70,049,KAGWE
70,051,BANANA
70,052,RUAKA
70,053,NAIVASHA
70,054,CHUKA
70,055,NYERI
70,056,KARATINA
70,057,KERUGOYA
70,058,TOM MBOYA
70,059,RIVER ROAD
70,061,KAYOLE
70,062,NKUBU
70,063,MERU
70,064,NANYUKI
70,065,KTDA PLAZA CORPORATE
70,703,STIMA SACCO BRANCH
70,099,EASTLEIGH BRANCH
70,101,WANGIGE -KIAMBU
72,019,ELDORET
72,020,NAKURU
72,000,HEAD OFFICE
72,001,CENTRAL CLEARING CENTRE
72,002,UPPERHILL
72,003,EASTLEIGH
72,004,KENYATTA AVENUE
72,005,MOMBASA
72,006,GARISSA
72,007,LAMU
72,008,MALINDI
72,009,MUTHAIGA
72,010,BONDENI
72,011,EASTLEIGH 7TH STREET
72,012,EASTLEIGH ATHUMANI KIPANGA STREET
72,014,INDUSTRIAL AREA
72,015,JOMO KENYATTA AVENUE
72,017,MOMBASA ROAD
72,018,ANNISAA BONDENI
74,001,WABERA STREET
74,002,EASTLEIGH 1
74,003,MOMBASA 1
74,004,GARISSA
74,005,EASTLEIGH 2 - GENERAL WARUINGE
74,006,MALINDI
74,007,KISUMU
74,008,KIMATHI STREET
74,009,WESTLANDS
74,010,SOUTH C
74,011,INDUSTRIAL AREA
74,012,MASALANI
74,013,HABASWENI
74,014,WAJIR
74,015,MOYALE
74,016,NAKURU
74,017,IMAARA BUILDING
74,018,LUNGA LUNGA
74,019,ISIOLO
74,020,MIHRAB
74,999,HEAD OFFICE/CLEARING CENTER
75,004,EASTLEIGH
75,005,BONDENI
75,000,HEAD OFFICE
75,006,BANDA STREET
75,003,MOI AVENUE MOMBASA
75,001,UPPER HILL BRANCH
75,002,SARIT BRANCH
76,005,NAKURU
76,004,MOMBASA
76,003,UPPER HILL
76,099,HEAD OFFICE
76,001,WESTLANDS
76,002,ENTERPRISE ROAD
78,001,KAKAMEGA BRANCH
78,002,ELDORET BRANCH
78,003,NYERI BRANCH
78,004,MOMBASA BRANCH
78,005,RIVER RD BRANCH
78,006,MALINDI BRANCH
78,007,KERICHO BRANCH
78,008,MACHAKOS BRANCH
78,009,EMBU BRANCH
78,010,KISII BRANCH
78,011,NANYUKI BRANCH
78,012,MIGORI BRANCH
78,013,THIKA BRANCH
78,014,KITALE BRANCH
78,000,HEAD OFFICE
78,023,KITUI
78,015,NAKURU BRANCH
78,016,EMALI BRANCH
78,017,VOI BRANCH
78,018,KISUMU BRANCH
78,019,MERU BRANCH
78,020,DIANI BRANCH
78,021,UPPERHILL BRANCH
78,022,NAIVASHA BRANCH
78,024,BUSIA BRANCH
78,027,KARIOBANGI BRANCH
78,028,BUNGOMA BRANCH
78,029,BOMET BRANCH
78,031,KAWANGWARE BRANCH
78,032,GIKOMBA BRANCH
78,033,KIAMBU BRANCH
78,034,RONGAI BRANCH
78,041,MARSABIT BRANCH
78,043,LODWAR BRANCH
79,003,KARIOBANGI
79,004,GITHURAI
79,046,KAWANGWARE
79,047,KAYOLE
79,048,MATUU
79,049,MWEA
79,050,MAKUTANO
79,051,MUMIAS
79,052,KISERIAN
79,053,RONGAI
79,055,MIGORI
79,062,KILIFI
79,080,KIBERA
79,084,MOI AVENUE MSA
79,079,KIMATHI ST
79,005,MACHAKOS
79,006,NGONG ROAD
79,002,OTC
79,007,KIAMBU
79,008,NAKURU
79,009,NYAHURURU
79,010,MOLO
79,013,NAIVASHA
79,015,ELDORET
79,016,BUNGOMA
79,017,KITALE
79,018,MOIS BRIDGE
79,019,KISUMU
79,020,NYERI
79,021,THIKA
79,022,MERU
79,025,MALINDI
79,027,KITENGELA
79,023,EMBU
79,024,MOMBASA CENTRAL
79,029,NAROK
79,031,KABARNET
79,032,KARATINA
79,035,MURANGA
79,036,NANYUKI
79,039,MAUA
79,042,LITEIN
79,043,KENGELENI
79,083,JEVANJEE
79,034,KITUI
79,033,MWINGI
79,041,KAKAMEGA
79,011,BOMET
79,044,CHANGAMWE
79,058,UKUNDA
79,054,BONDO
79,086,GIKOMBA
79,056,UGUNJA
79,065,KAPENGURIA
79,045,VOI
79,085,HOMABAY
79,074,BUSIA
79,060,LIMURU
79,012,KERICHO
80,001,HEAD OFFICE
80,002,CARDINAL OTUNGA PLAZA
80,003,CARDINAL OTUNGA ANNEX
80,004,KAWANGWARE
80,005,DONHOLM
80,006,THIKA
80,007,KARURI
80,008,KAREN
80,009,NYERI
